txn_id,date,amount,category,region,payment_method,status,description,vendor_id
TXN-031334,2024-04-01,365.98,Technology,EU-South,crypto,completed,travel purchase renewal equipment,V0005
TXN-035598,2024-06-02,7184.2,Technology,US-West,wire,completed,service subscription purchase subscription,V0120
TXN-042834,2024-09-17,1665.19,Technology,US-East,credit_card,completed,service meal service license equipment meal,V0238
TXN-028057,2024-02-13,467.07,Training,APAC,credit_card,completed,equipment license,V0106
TXN-031109,2024-03-29,1136.73,Food & Bev,EU-South,check,completed,license equipment subscription subscription,V0059
TXN-021404,2023-11-08,411.62,Training,EU-North,crypto,completed,renewal purchase renewal,V0016
TXN-011318,2023-06-15,121.96,Marketing,APAC,check,pending,license license equipment meal,V0476
TXN-021307,2023-11-07,135.03,Training,EU-North,wire,completed,license travel meal travel travel subscription,V0335
TXN-019828,2023-10-16,1497.55,Marketing,US-West,check,completed,service license license subscription purchase meal,V0382
TXN-016425,2023-08-29,21.94,Food & Bev,EU-South,credit_card,completed,meal equipment renewal,V0380
TXN-005722,2023-03-26,72.76,Operations,EU-North,crypto,completed,equipment purchase equipment,V0315
TXN-018850,2023-10-02,393.28,Training,EU-South,check,completed,subscription service,V0178
TXN-036569,2024-06-16,1365.39,Marketing,APAC,ach,completed,subscription subscription service,V0466
TXN-014464,2023-07-30,324.5,Marketing,EU-North,wire,completed,equipment equipment meal,V0210
TXN-008606,2023-05-07,201.0,Travel,LATAM,wire,completed,license renewal license equipment purchase,V0199
TXN-047045,2024-11-18,18.33,Legal,US-East,check,completed,service service purchase meal subscription renewal,V0036
TXN-022237,2023-11-21,1071.08,Technology,EU-South,wire,completed,equipment renewal purchase purchase,V0151
TXN-019394,2023-10-10,20.1,Operations,APAC,check,completed,license license service equipment travel travel,V0231
TXN-004734,2023-03-10,394.01,Technology,EU-North,check,pending,license service meal,V0290
TXN-042725,2024-09-16,3531.57,Operations,US-East,crypto,completed,equipment renewal purchase,V0445
TXN-041195,2024-08-24,1631.73,Operations,US-West,crypto,completed,service license license travel license,V0425
TXN-046529,2024-11-11,327.26,Payroll,LATAM,ach,completed,travel purchase license,V0305
TXN-024064,2023-12-17,161.21,Legal,EU-North,ach,completed,renewal service meal license travel meal,V0214
TXN-021891,2023-11-15,3092.39,Marketing,EU-South,ach,refunded,travel meal subscription,V0049
TXN-026124,2024-01-16,200.32,Marketing,US-West,credit_card,completed,meal renewal meal subscription,V0393
TXN-042413,2024-09-11,292.55,Travel,US-East,crypto,completed,license travel travel meal equipment,V0049
TXN-002638,2023-02-08,95.02,Food & Bev,APAC,check,pending,meal renewal travel,V0205
TXN-013678,2023-07-19,687.88,Payroll,APAC,ach,completed,license license meal service renewal meal,V0460
TXN-029176,2024-03-01,2305.29,Operations,US-East,wire,completed,subscription service,V0500
TXN-002026,2023-01-30,1222.18,Operations,EU-North,crypto,refunded,travel service travel meal subscription renewal,V0495
TXN-005319,2023-03-19,1399.51,Food & Bev,US-East,crypto,completed,purchase renewal renewal travel,V0271
TXN-005775,2023-03-26,230.24,Food & Bev,EU-South,check,completed,travel travel renewal renewal,V0113
TXN-018902,2023-10-03,285.83,Legal,EU-South,check,completed,renewal equipment purchase equipment purchase purchase,V0385
TXN-026999,2024-01-29,536.45,Operations,EU-South,check,completed,renewal renewal license equipment equipment,V0372
TXN-040676,2024-08-17,254.11,Marketing,US-West,check,pending,purchase license,V0428
TXN-047151,2024-11-19,1057.31,Food & Bev,EU-South,credit_card,pending,purchase renewal subscription,V0355
TXN-009080,2023-05-14,154.84,Legal,US-East,ach,completed,license meal renewal purchase,V0066
TXN-025487,2024-01-06,506.67,Training,LATAM,crypto,completed,subscription purchase equipment equipment,V0023
TXN-012490,2023-07-02,18.68,Operations,EU-North,credit_card,completed,service purchase license license travel,V0475
TXN-040572,2024-08-16,314.04,Training,LATAM,ach,completed,meal purchase subscription,V0493
TXN-041357,2024-08-26,37.42,Marketing,US-West,crypto,completed,travel travel,V0059
TXN-024651,2023-12-25,9531.54,Travel,APAC,check,completed,travel subscription purchase travel travel,V0340
TXN-015723,2023-08-18,8163.66,Operations,US-West,check,completed,license equipment renewal,V0344
TXN-013023,2023-07-10,94.09,Payroll,LATAM,credit_card,pending,purchase service travel meal,V0421
TXN-007624,2023-04-23,492.5,Legal,APAC,check,completed,subscription equipment meal subscription service service,V0042
TXN-014045,2023-07-24,5906.88,Technology,LATAM,credit_card,completed,service license equipment,V0302
TXN-032263,2024-04-14,1087.23,Payroll,US-East,wire,completed,purchase meal,V0370
TXN-026474,2024-01-21,805.83,Marketing,US-West,credit_card,completed,license subscription license renewal equipment,V0337
TXN-034765,2024-05-20,679.48,Training,EU-North,crypto,completed,renewal renewal license travel license purchase,V0444
TXN-012955,2023-07-09,208.95,Payroll,LATAM,wire,completed,purchase service license purchase service service,V0195
TXN-028575,2024-02-21,361.91,Training,US-West,ach,completed,travel equipment,V0350
TXN-009650,2023-05-23,963.61,Payroll,US-East,ach,completed,renewal subscription,V0105
TXN-013827,2023-07-21,719.06,Operations,EU-North,wire,completed,renewal purchase subscription,V0300
TXN-035545,2024-06-01,317.05,Legal,US-East,check,completed,subscription purchase equipment,V0058
TXN-035558,2024-06-01,1840.47,Technology,US-East,check,completed,service license meal equipment travel,V0444
TXN-025433,2024-01-05,45.24,Operations,APAC,ach,completed,subscription equipment license subscription service,V0375
TXN-028645,2024-02-22,241.65,Operations,APAC,credit_card,pending,purchase equipment subscription purchase,V0102
TXN-018952,2023-10-04,110.01,Payroll,EU-North,ach,pending,meal subscription service purchase renewal,V0230
TXN-023439,2023-12-07,6149.22,Payroll,US-West,wire,completed,,V0142
TXN-036046,2024-06-08,12.91,Technology,US-East,crypto,completed,subscription travel license purchase service,V0454
TXN-033739,2024-05-06,-36.21,Operations,APAC,wire,completed,equipment renewal,V0205
TXN-007390,2023-04-20,1081.21,Food & Bev,US-West,check,completed,license meal meal equipment license,V0234
TXN-010495,2023-06-04,206.8,Operations,US-West,credit_card,completed,license service subscription,V0056
TXN-022349,2023-11-22,76.46,Food & Bev,EU-South,check,completed,renewal renewal purchase,V0352
TXN-016511,2023-08-30,93.53,Marketing,EU-North,check,completed,meal subscription purchase service renewal,V0405
TXN-028299,2024-02-17,1515.7,Legal,US-West,crypto,completed,service purchase license,V0230
TXN-022583,2023-11-26,366.13,Training,US-East,credit_card,refunded,equipment purchase renewal,V0112
TXN-004288,2023-03-04,413.47,Legal,US-West,crypto,completed,travel service subscription travel,V0069
TXN-025987,2024-01-14,224.64,Training,US-East,credit_card,completed,license meal equipment travel,V0159
TXN-004480,2023-03-06,3149.14,Marketing,US-West,wire,completed,equipment purchase,V0457
TXN-006310,2023-04-03,855.96,Operations,APAC,ach,completed,renewal renewal equipment meal subscription,V0439
TXN-018648,2023-09-29,252.16,Food & Bev,US-East,wire,completed,travel meal renewal travel service purchase,V0020
TXN-019774,2023-10-16,74.98,Training,EU-North,check,completed,license subscription license equipment equipment,V0478
TXN-022143,2023-11-19,196.49,Payroll,US-West,check,pending,renewal equipment,V0004
TXN-023925,2023-12-15,50.03,Travel,US-West,wire,completed,service license equipment,V0104
TXN-046426,2024-11-09,242.28,Travel,US-West,ach,completed,purchase renewal subscription renewal travel,V0137
TXN-040607,2024-08-16,95.64,Marketing,APAC,ach,completed,license renewal subscription,V0172
TXN-028975,2024-02-27,19.75,Legal,APAC,ach,completed,service equipment,V0257
TXN-038254,2024-07-10,1922.64,Operations,US-West,ach,completed,equipment meal,V0019
TXN-020854,2023-10-31,597.29,Payroll,US-West,credit_card,completed,license equipment service license,V0035
TXN-021764,2023-11-13,8502.79,Marketing,EU-South,wire,completed,equipment equipment service renewal purchase,V0498
TXN-022322,2023-11-22,143.11,Operations,US-West,credit_card,completed,service equipment,V0241
TXN-028302,2024-02-17,369.36,Food & Bev,LATAM,wire,completed,renewal purchase equipment,V0039
TXN-036745,2024-06-19,52.11,Travel,US-West,crypto,completed,service purchase travel,V0368
TXN-038042,2024-07-08,27.07,Legal,US-West,crypto,completed,equipment service purchase,V0325
TXN-021672,2023-11-12,1450.67,Marketing,US-West,wire,completed,renewal purchase meal subscription meal,V0314
TXN-043418,2024-09-26,62.39,Payroll,EU-North,credit_card,pending,meal purchase,V0209
TXN-009834,2023-05-25,3218.23,Training,LATAM,ach,completed,renewal purchase license service,V0013
TXN-014664,2023-08-02,157.42,Food & Bev,US-East,wire,pending,meal service,V0258
TXN-016444,2023-08-29,950.46,Operations,US-West,crypto,completed,travel purchase equipment,V0307
TXN-038425,2024-07-13,1749.58,Operations,LATAM,ach,pending,meal license purchase travel,V0067
TXN-045250,2024-10-23,1493.91,Training,US-East,ach,completed,subscription license,V0428
TXN-049031,2024-12-17,85.61,Payroll,US-West,crypto,completed,meal meal meal meal,V0122
TXN-020422,2023-10-25,96.88,Travel,US-East,check,completed,license license meal purchase,V0347
TXN-044882,2024-10-17,619.61,Technology,EU-North,wire,completed,travel purchase,V0055
TXN-049368,2024-12-22,1985.52,Operations,APAC,crypto,completed,service renewal travel,V0311
TXN-026375,2024-01-20,59.96,Marketing,US-West,ach,completed,equipment renewal travel equipment license,V0272
TXN-042787,2024-09-17,307.53,Food & Bev,US-West,wire,completed,purchase equipment meal,V0491
TXN-032468,2024-04-18,139.47,Training,US-West,ach,completed,meal equipment,V0094
TXN-032529,2024-04-19,1273.68,Marketing,EU-South,wire,completed,purchase purchase license equipment purchase equipment,V0084
TXN-021643,2023-11-11,1034.2,Legal,EU-South,wire,completed,renewal subscription renewal,V0332
TXN-003209,2023-02-16,58.93,Marketing,US-East,wire,completed,renewal license equipment,V0012
TXN-019119,2023-10-06,3338.2,Operations,APAC,check,completed,renewal renewal,V0074
TXN-035610,2024-06-02,1131.58,Food & Bev,US-West,credit_card,completed,license subscription license,V0472
TXN-032170,2024-04-13,1979.07,Legal,EU-South,check,completed,license renewal,V0040
TXN-025638,2024-01-08,53.48,Travel,US-West,ach,completed,purchase subscription service,V0103
TXN-030065,2024-03-14,23.39,Technology,LATAM,wire,completed,meal service,V0102
TXN-038227,2024-07-10,66.81,Travel,LATAM,ach,completed,license service renewal,V0101
TXN-040618,2024-08-16,498.8,Legal,EU-North,ach,completed,travel renewal travel,V0427
TXN-028307,2024-02-17,1184.34,Marketing,EU-South,credit_card,completed,travel equipment,V0115
TXN-027640,2024-02-07,2852.4,Payroll,APAC,credit_card,completed,meal purchase renewal equipment license,V0461
TXN-014704,2023-08-03,213.16,Legal,EU-South,ach,completed,license service renewal renewal,V0269
TXN-027390,2024-02-03,83.15,Training,EU-North,wire,completed,purchase equipment travel license meal meal,V0281
TXN-048224,2024-12-06,1213.29,Training,APAC,ach,completed,subscription equipment service service,V0236
TXN-024886,2023-12-29,41.07,Marketing,EU-North,credit_card,completed,travel meal service service subscription license,V0147
TXN-036526,2024-06-15,319.43,Food & Bev,APAC,credit_card,pending,subscription meal,V0341
TXN-045425,2024-10-25,1435.3,Payroll,LATAM,ach,completed,purchase license purchase subscription,V0349
TXN-003384,2023-02-19,1597.37,Travel,EU-North,crypto,pending,subscription service travel purchase,V0404
TXN-015620,2023-08-17,563.9,Legal,US-East,credit_card,completed,subscription meal license,V0458
TXN-028456,2024-02-19,3539.01,Technology,EU-South,check,completed,equipment meal renewal equipment service,V0355
TXN-034253,2024-05-14,514.68,Operations,EU-South,crypto,pending,travel license travel renewal service,V0161
TXN-030618,2024-03-22,706.41,Food & Bev,EU-North,crypto,completed,purchase travel,V0474
TXN-038131,2024-07-09,1780.13,Technology,US-West,check,completed,equipment equipment,V0384
TXN-002486,2023-02-06,158.67,Operations,EU-North,wire,completed,travel renewal service purchase license,V0272
TXN-015386,2023-08-13,10364.85,Marketing,US-East,crypto,pending,travel equipment,V0020
TXN-017082,2023-09-07,623.16,Payroll,EU-South,credit_card,completed,meal subscription equipment equipment,V0287
TXN-002236,2023-02-03,945.94,Operations,LATAM,ach,completed,meal travel,V0193
TXN-029753,2024-03-10,3325.88,Marketing,EU-North,credit_card,completed,license service,V0358
TXN-008989,2023-05-13,350.04,Marketing,EU-South,credit_card,completed,purchase equipment renewal meal,V0450
TXN-037166,2024-06-24,417.07,Payroll,EU-North,ach,completed,renewal renewal equipment travel purchase,V0451
TXN-039062,2024-07-23,776.92,Marketing,APAC,ach,completed,service renewal equipment subscription,V0346
TXN-042128,2024-09-07,30.52,Legal,EU-North,check,completed,renewal meal renewal purchase,V0214
TXN-010073,2023-05-29,207.59,Marketing,LATAM,check,completed,travel travel,V0082
TXN-022723,2023-11-27,2029.68,Legal,EU-North,ach,completed,meal meal,V0174
TXN-023987,2023-12-16,-205.35,Training,US-West,check,completed,travel subscription equipment service subscription equipment,V0491
TXN-043254,2024-09-24,26.04,Technology,LATAM,crypto,completed,travel equipment meal license travel,V0389
TXN-028430,2024-02-19,3690.24,Payroll,EU-South,credit_card,completed,,V0175
TXN-032085,2024-04-12,218.13,Technology,APAC,crypto,pending,equipment meal meal equipment meal,V0489
TXN-018149,2023-09-22,1347.07,Operations,APAC,credit_card,completed,meal travel meal subscription service service,V0261
TXN-017493,2023-09-13,33.63,Training,US-East,credit_card,completed,renewal subscription renewal purchase subscription,V0191
TXN-020347,2023-10-24,261.4,Legal,US-West,check,completed,subscription renewal license,V0291
TXN-032826,2024-04-23,846.3,Travel,EU-South,ach,completed,meal subscription meal purchase travel license,V0345
TXN-038193,2024-07-10,471.16,Operations,APAC,wire,completed,equipment equipment travel meal equipment,V0257
TXN-025189,2024-01-02,735.83,Training,EU-South,crypto,completed,renewal renewal renewal equipment,V0230
TXN-041595,2024-08-30,5426.26,Travel,US-West,wire,completed,license purchase,V0415
TXN-045880,2024-11-01,138.16,Travel,EU-South,ach,completed,meal purchase service license,V0029
TXN-047003,2024-11-17,60.79,Marketing,APAC,wire,completed,license renewal license equipment license renewal,V0160
TXN-025368,2024-01-04,29518.33,Training,EU-South,credit_card,completed,subscription meal service,V0402
TXN-013509,2023-07-17,526.19,Travel,EU-North,check,completed,travel renewal travel,V0458
TXN-023182,2023-12-04,1333.83,Training,APAC,check,completed,purchase renewal equipment service,V0237
TXN-042376,2024-09-11,5335.17,Legal,LATAM,check,completed,subscription subscription meal subscription subscription,V0013
TXN-048864,2024-12-15,-355.22,Marketing,APAC,ach,completed,license equipment service license renewal license,V0343
TXN-049552,2024-12-25,418.95,Payroll,US-West,check,completed,license service equipment,V0049
